Index,bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,spleen
image_02925,0,0,0,0,0,0,1,0,0,0,0
image_02926,0,1,0,0,0,0,0,0,0,0,0
image_02927,0,0,0,0,0,0,1,0,0,0,0
image_02928,0,0,0,0,1,0,0,0,0,0,0
image_02929,0,0,0,0,1,0,0,0,0,0,0
image_02930,0,1,0,0,0,0,0,0,0,0,0
image_02931,0,0,0,0,0,0,1,0,0,0,0
image_02932,0,0,0,0,0,0,0,0,1,0,0
image_02933,0,0,0,0,0,0,1,0,0,0,0
image_02934,0,0,0,0,0,0,1,0,0,0,0
image_02935,0,0,0,0,0,0,0,0,0,0,1
image_02936,0,0,0,0,0,0,1,0,0,0,0
image_02937,0,0,0,0,0,0,0,1,0,0,0
image_02938,0,0,0,0,1,0,0,0,0,0,0
image_02939,0,0,0,0,0,1,0,0,0,0,0
image_02940,0,0,0,0,1,0,0,0,0,0,0
image_02941,0,0,0,0,0,1,0,0,0,0,0
image_02942,0,0,0,0,0,0,0,0,0,0,1
image_02943,0,1,0,0,0,0,0,0,0,0,0
image_02944,0,0,0,0,0,0,0,1,0,0,0
image_02945,0,0,0,0,0,0,1,0,0,0,0
image_02946,0,0,0,0,0,0,1,0,0,0,0
image_02947,0,0,0,0,0,0,0,0,1,0,0
image_02948,0,0,0,0,0,0,0,0,0,1,0
image_02949,0,0,0,0,0,0,0,0,0,1,0
image_02950,0,0,0,0,0,1,0,0,0,0,0
image_02951,0,0,0,0,0,0,0,0,0,1,0
image_02952,0,0,0,0,1,0,0,0,0,0,0
image_02953,0,0,0,0,0,0,1,0,0,0,0
image_02954,0,0,0,0,0,0,0,0,0,1,0
image_02955,0,0,0,0,0,0,0,1,0,0,0
image_02956,0,0,0,0,1,0,0,0,0,0,0
image_02957,1,0,0,0,0,0,0,0,0,0,0
image_02958,0,0,0,0,0,0,0,0,1,0,0
image_02959,0,0,0,0,0,0,1,0,0,0,0
image_02960,0,0,0,0,1,0,0,0,0,0,0
image_02961,0,0,0,0,0,1,0,0,0,0,0
image_02962,0,0,0,0,0,0,0,0,0,1,0
image_02963,0,0,0,0,0,0,0,1,0,0,0
image_02964,0,0,0,0,0,0,0,0,0,0,1
image_02965,0,0,0,1,0,0,0,0,0,0,0
image_02966,1,0,0,0,0,0,0,0,0,0,0
image_02967,0,0,0,0,1,0,0,0,0,0,0
image_02968,0,0,0,0,0,0,0,0,0,1,0
image_02969,0,0,0,0,0,0,0,0,0,0,1
image_02970,0,0,0,0,0,0,0,0,1,0,0
image_02971,0,1,0,0,0,0,0,0,0,0,0
image_02972,0,0,0,0,0,0,0,1,0,0,0
image_02973,0,0,0,0,0,0,0,0,0,0,1
image_02974,0,0,0,0,1,0,0,0,0,0,0
image_02975,0,0,0,0,0,1,0,0,0,0,0
image_02976,0,0,1,0,0,0,0,0,0,0,0
image_02977,0,0,0,0,0,0,0,0,0,1,0
image_02978,0,0,0,1,0,0,0,0,0,0,0
image_02979,0,0,0,0,0,0,0,0,0,1,0
image_02980,1,0,0,0,0,0,0,0,0,0,0
image_02981,1,0,0,0,0,0,0,0,0,0,0
image_02982,0,0,0,0,0,0,0,1,0,0,0
image_02983,0,0,0,0,0,0,0,0,0,1,0
image_02984,0,0,0,0,0,1,0,0,0,0,0
image_02985,0,0,0,0,0,0,0,0,1,0,0
image_02986,0,0,0,0,1,0,0,0,0,0,0
image_02987,0,0,0,0,0,0,0,1,0,0,0
image_02988,0,0,0,0,0,0,0,0,0,1,0
image_02989,0,0,0,0,0,0,0,0,1,0,0
image_02990,0,0,0,0,1,0,0,0,0,0,0
image_02991,0,0,0,0,1,0,0,0,0,0,0
image_02992,0,0,1,0,0,0,0,0,0,0,0
image_02993,1,0,0,0,0,0,0,0,0,0,0
image_02994,0,0,1,0,0,0,0,0,0,0,0
image_02995,0,0,0,0,0,1,0,0,0,0,0
image_02996,1,0,0,0,0,0,0,0,0,0,0
image_02997,0,0,0,0,0,0,0,0,0,0,1
image_02998,0,0,0,0,0,0,0,0,0,0,1
image_02999,0,1,0,0,0,0,0,0,0,0,0
image_03000,0,0,0,0,0,0,1,0,0,0,0
image_03001,0,1,0,0,0,0,0,0,0,0,0
image_03002,0,0,0,0,0,0,0,0,0,1,0
image_03003,0,0,0,0,0,0,0,0,1,0,0
image_03004,0,0,0,0,0,1,0,0,0,0,0
image_03005,0,0,0,0,0,0,1,0,0,0,0
image_03006,0,1,0,0,0,0,0,0,0,0,0
image_03007,0,0,0,0,0,0,0,0,0,0,1
image_03008,0,0,0,0,0,0,1,0,0,0,0
image_03009,1,0,0,0,0,0,0,0,0,0,0
image_03010,0,0,0,0,0,0,0,0,0,1,0
image_03011,0,0,0,0,1,0,0,0,0,0,0
image_03012,0,0,0,0,0,0,0,0,1,0,0
image_03013,0,0,0,0,0,0,1,0,0,0,0
image_03014,0,0,0,0,0,0,0,0,0,0,1
image_03015,0,0,0,0,0,0,0,0,0,0,1
image_03016,0,0,0,1,0,0,0,0,0,0,0
image_03017,0,0,0,0,0,0,1,0,0,0,0
image_03018,0,0,0,0,0,0,0,0,0,1,0
image_03019,0,0,0,0,0,0,1,0,0,0,0
image_03020,0,0,0,0,0,0,1,0,0,0,0
image_03021,0,0,0,0,0,0,0,1,0,0,0
image_03022,0,0,0,0,1,0,0,0,0,0,0
image_03023,0,0,0,0,0,0,0,0,1,0,0
image_03024,0,0,0,0,0,0,1,0,0,0,0
image_03025,0,0,0,0,0,0,0,0,1,0,0
image_03026,0,0,0,0,0,0,1,0,0,0,0
image_03027,0,0,0,0,1,0,0,0,0,0,0
image_03028,0,0,0,0,0,0,1,0,0,0,0
image_03029,0,0,0,0,0,0,0,1,0,0,0
image_03030,0,0,0,0,0,1,0,0,0,0,0
image_03031,0,0,0,0,0,0,0,0,1,0,0
image_03032,0,0,0,0,0,0,1,0,0,0,0
image_03033,0,0,0,0,0,0,0,0,0,1,0
image_03034,0,0,0,0,0,0,0,1,0,0,0
image_03035,0,0,0,0,0,0,0,1,0,0,0
image_03036,0,0,0,0,0,1,0,0,0,0,0
image_03037,0,0,0,0,0,0,0,0,1,0,0
image_03038,0,0,0,0,0,0,0,0,0,0,1
image_03039,0,0,0,0,0,0,0,1,0,0,0
image_03040,0,0,0,0,0,0,0,0,1,0,0
image_03041,0,0,0,0,0,0,0,0,0,0,1
image_03042,1,0,0,0,0,0,0,0,0,0,0
image_03043,0,0,0,0,0,0,0,0,0,0,1
image_03044,0,0,1,0,0,0,0,0,0,0,0
image_03045,0,0,0,0,0,0,1,0,0,0,0
image_03046,0,0,0,0,0,0,1,0,0,0,0
image_03047,1,0,0,0,0,0,0,0,0,0,0
image_03048,0,0,0,0,1,0,0,0,0,0,0
image_03049,0,0,0,0,0,0,0,0,0,1,0
image_03050,0,1,0,0,0,0,0,0,0,0,0
image_03051,0,0,0,0,0,0,0,1,0,0,0
image_03052,0,0,0,0,0,1,0,0,0,0,0
image_03053,0,0,0,0,0,1,0,0,0,0,0
image_03054,0,0,0,0,1,0,0,0,0,0,0
image_03055,0,0,0,0,0,0,0,1,0,0,0
image_03056,0,0,0,1,0,0,0,0,0,0,0
image_03057,0,0,0,0,0,0,0,0,0,1,0
image_03058,0,0,0,0,0,0,0,0,0,1,0
image_03059,0,0,0,0,0,0,0,0,0,1,0
image_03060,0,0,0,0,0,0,0,0,0,1,0
image_03061,0,0,0,0,1,0,0,0,0,0,0
image_03062,0,0,0,0,0,0,0,0,0,1,0
image_03063,0,0,0,0,0,1,0,0,0,0,0
image_03064,0,0,0,0,0,0,1,0,0,0,0
image_03065,0,0,0,0,0,0,0,0,1,0,0
image_03066,0,0,0,0,1,0,0,0,0,0,0
image_03067,0,0,0,0,0,0,1,0,0,0,0
image_03068,0,0,0,0,0,0,1,0,0,0,0
image_03069,0,0,0,0,0,0,0,0,0,1,0
image_03070,0,0,0,1,0,0,0,0,0,0,0
image_03071,0,0,0,0,0,0,0,0,0,0,1
image_03072,0,0,0,0,0,0,0,0,0,0,1
image_03073,1,0,0,0,0,0,0,0,0,0,0
image_03074,1,0,0,0,0,0,0,0,0,0,0
image_03075,0,0,0,0,0,0,0,0,0,1,0
image_03076,0,0,0,0,0,0,0,1,0,0,0
image_03077,0,0,1,0,0,0,0,0,0,0,0
image_03078,0,0,0,0,0,0,1,0,0,0,0
image_03079,1,0,0,0,0,0,0,0,0,0,0
image_03080,0,0,0,0,0,0,1,0,0,0,0
image_03081,0,0,0,0,0,0,0,0,0,0,1
image_03082,0,0,0,0,0,0,0,0,1,0,0
image_03083,0,0,0,0,1,0,0,0,0,0,0
image_03084,0,0,0,1,0,0,0,0,0,0,0
image_03085,0,0,1,0,0,0,0,0,0,0,0
image_03086,0,0,0,0,0,0,0,0,1,0,0
image_03087,0,0,0,0,0,0,1,0,0,0,0
image_03088,0,0,0,0,0,0,1,0,0,0,0
image_03089,0,0,0,0,0,0,0,1,0,0,0
image_03090,0,0,0,0,1,0,0,0,0,0,0
image_03091,0,0,0,0,0,0,0,0,1,0,0
image_03092,0,0,0,1,0,0,0,0,0,0,0
image_03093,0,0,0,1,0,0,0,0,0,0,0
image_03094,0,0,0,0,0,0,0,0,0,1,0
image_03095,0,0,0,0,0,0,0,1,0,0,0
image_03096,0,0,0,0,1,0,0,0,0,0,0
image_03097,0,0,0,0,0,0,0,1,0,0,0
image_03098,0,0,0,0,0,0,1,0,0,0,0
image_03099,0,0,0,0,0,0,0,1,0,0,0
image_03100,1,0,0,0,0,0,0,0,0,0,0
image_03101,1,0,0,0,0,0,0,0,0,0,0
image_03102,0,0,0,0,0,1,0,0,0,0,0
image_03103,0,0,0,0,0,0,0,0,0,0,1
image_03104,0,0,0,0,0,0,0,0,1,0,0
image_03105,0,0,0,0,0,0,1,0,0,0,0
image_03106,0,0,0,0,1,0,0,0,0,0,0
image_03107,0,0,0,0,0,0,0,0,1,0,0
image_03108,0,0,0,0,0,0,0,0,1,0,0
image_03109,0,0,0,0,0,0,0,1,0,0,0
image_03110,0,0,0,0,0,0,0,1,0,0,0
image_03111,1,0,0,0,0,0,0,0,0,0,0
image_03112,0,0,0,0,1,0,0,0,0,0,0
image_03113,0,0,0,0,0,0,1,0,0,0,0
image_03114,0,0,0,0,0,1,0,0,0,0,0
image_03115,0,0,0,0,0,0,1,0,0,0,0
image_03116,0,0,0,0,0,0,0,0,1,0,0
image_03117,0,0,0,0,0,0,0,0,1,0,0
image_03118,0,0,0,0,0,0,0,0,0,0,1
image_03119,0,0,0,0,0,0,1,0,0,0,0
image_03120,0,0,1,0,0,0,0,0,0,0,0
image_03121,0,0,0,0,0,0,0,0,0,0,1
image_03122,1,0,0,0,0,0,0,0,0,0,0
image_03123,0,0,0,0,0,0,0,0,1,0,0
image_03124,0,0,0,0,0,1,0,0,0,0,0
image_03125,0,0,0,0,0,0,0,0,0,0,1
image_03126,1,0,0,0,0,0,0,0,0,0,0
image_03127,0,0,0,0,0,0,0,0,1,0,0
image_03128,0,0,0,0,0,0,0,0,1,0,0
image_03129,0,0,0,0,0,0,0,0,1,0,0
image_03130,0,0,0,0,0,1,0,0,0,0,0
image_03131,0,0,0,0,1,0,0,0,0,0,0
image_03132,0,0,0,0,0,0,1,0,0,0,0
image_03133,0,0,0,0,0,0,0,1,0,0,0
image_03134,0,0,0,0,0,1,0,0,0,0,0
image_03135,0,0,0,0,0,0,0,0,1,0,0
image_03136,0,0,0,0,0,0,1,0,0,0,0
image_03137,0,0,0,0,0,0,0,0,0,0,1
image_03138,0,0,0,0,0,0,0,1,0,0,0
image_03139,0,0,0,0,0,1,0,0,0,0,0
image_03140,0,0,0,0,0,0,0,1,0,0,0
image_03141,0,0,0,0,0,0,0,0,0,1,0
image_03142,0,0,0,0,0,0,0,1,0,0,0
image_03143,0,0,0,0,0,0,0,0,0,1,0
image_03144,0,0,0,0,0,0,0,1,0,0,0
image_03145,0,0,0,0,0,0,0,0,0,0,1
image_03146,0,0,0,1,0,0,0,0,0,0,0
image_03147,0,0,0,0,0,0,1,0,0,0,0
image_03148,0,0,0,0,0,1,0,0,0,0,0
image_03149,0,0,0,0,0,0,1,0,0,0,0
image_03150,0,0,0,0,0,0,1,0,0,0,0
image_03151,0,0,0,0,0,0,1,0,0,0,0
image_03152,0,0,0,0,1,0,0,0,0,0,0
image_03153,0,0,0,0,0,0,1,0,0,0,0
image_03154,0,0,0,0,0,0,0,1,0,0,0
image_03155,0,0,0,0,0,0,0,0,1,0,0
image_03156,0,0,0,0,0,1,0,0,0,0,0
image_03157,0,0,1,0,0,0,0,0,0,0,0
image_03158,1,0,0,0,0,0,0,0,0,0,0
image_03159,0,0,0,0,0,0,0,1,0,0,0
image_03160,0,0,0,0,0,0,0,1,0,0,0
image_03161,0,0,0,0,0,0,1,0,0,0,0
image_03162,0,0,0,0,0,0,0,0,0,0,1
image_03163,0,0,1,0,0,0,0,0,0,0,0
image_03164,0,0,0,0,0,0,1,0,0,0,0
image_03165,0,0,0,0,1,0,0,0,0,0,0
image_03166,0,0,0,0,0,0,0,0,0,0,1
image_03167,0,0,0,0,0,0,0,1,0,0,0
image_03168,0,0,0,0,0,1,0,0,0,0,0
image_03169,0,0,0,0,0,0,0,0,0,1,0
image_03170,0,0,0,0,0,0,1,0,0,0,0
image_03171,0,0,0,0,0,0,0,0,0,0,1
image_03172,0,0,0,0,0,0,1,0,0,0,0
image_03173,0,0,1,0,0,0,0,0,0,0,0
image_03174,0,0,0,0,0,0,0,1,0,0,0
image_03175,0,0,0,0,0,0,0,1,0,0,0
image_03176,0,0,0,0,0,0,0,0,0,1,0
image_03177,0,0,0,0,0,0,1,0,0,0,0
image_03178,0,0,0,0,0,0,0,0,0,0,1
image_03179,0,0,0,1,0,0,0,0,0,0,0
image_03180,0,0,0,0,0,0,0,0,0,0,1
image_03181,0,0,0,0,0,0,0,1,0,0,0
image_03182,0,0,0,0,0,0,0,1,0,0,0
image_03183,0,0,0,0,0,1,0,0,0,0,0
image_03184,0,0,0,0,0,0,1,0,0,0,0
image_03185,0,0,0,0,0,1,0,0,0,0,0
image_03186,0,0,0,0,0,0,0,0,1,0,0
image_03187,0,0,0,0,0,0,0,0,1,0,0
image_03188,0,0,0,0,0,0,1,0,0,0,0
image_03189,0,0,0,0,0,0,0,0,1,0,0
image_03190,0,0,0,0,1,0,0,0,0,0,0
image_03191,0,0,0,0,0,0,0,0,0,0,1
image_03192,0,1,0,0,0,0,0,0,0,0,0
image_03193,0,0,0,0,0,0,1,0,0,0,0
image_03194,0,0,0,0,1,0,0,0,0,0,0
image_03195,0,0,0,0,1,0,0,0,0,0,0
image_03196,0,0,0,0,0,0,0,0,0,1,0
image_03197,0,0,1,0,0,0,0,0,0,0,0
image_03198,1,0,0,0,0,0,0,0,0,0,0
image_03199,0,0,0,0,0,0,0,0,0,1,0
image_03200,0,0,0,0,0,0,1,0,0,0,0
image_03201,0,0,0,0,0,1,0,0,0,0,0
image_03202,0,0,0,0,0,0,1,0,0,0,0
image_03203,0,1,0,0,0,0,0,0,0,0,0
image_03204,1,0,0,0,0,0,0,0,0,0,0
image_03205,0,0,0,0,0,0,1,0,0,0,0
image_03206,0,0,0,0,0,1,0,0,0,0,0
image_03207,0,0,0,0,0,1,0,0,0,0,0
image_03208,0,0,0,0,0,0,0,0,1,0,0
image_03209,0,0,0,0,1,0,0,0,0,0,0
image_03210,0,0,0,0,0,0,1,0,0,0,0
image_03211,0,0,0,0,0,0,1,0,0,0,0
image_03212,0,0,0,0,0,0,1,0,0,0,0
image_03213,0,0,0,0,0,0,0,0,1,0,0
image_03214,0,0,0,0,0,0,0,1,0,0,0
image_03215,0,0,0,0,1,0,0,0,0,0,0
image_03216,0,0,0,0,1,0,0,0,0,0,0
image_03217,0,0,0,0,0,0,0,0,1,0,0
image_03218,0,0,0,0,0,0,0,1,0,0,0
image_03219,0,0,0,0,0,1,0,0,0,0,0
image_03220,0,0,0,0,0,0,1,0,0,0,0
image_03221,0,0,0,0,0,0,0,0,0,1,0
image_03222,0,0,0,0,0,0,1,0,0,0,0
image_03223,0,0,0,0,0,0,0,1,0,0,0
image_03224,0,0,0,0,0,1,0,0,0,0,0
image_03225,0,0,0,0,0,0,0,0,0,0,1
image_03226,0,0,0,0,0,0,1,0,0,0,0
image_03227,0,0,0,0,0,0,1,0,0,0,0
image_03228,0,0,0,0,0,0,1,0,0,0,0
image_03229,0,0,0,0,0,0,0,1,0,0,0
image_03230,0,0,0,0,0,0,0,0,0,1,0
image_03231,0,1,0,0,0,0,0,0,0,0,0
image_03232,0,1,0,0,0,0,0,0,0,0,0
image_03233,0,0,0,0,0,0,0,0,1,0,0
image_03234,0,0,0,0,0,0,0,0,1,0,0
image_03235,0,0,0,0,0,0,1,0,0,0,0
image_03236,0,0,0,0,0,1,0,0,0,0,0
image_03237,0,0,0,0,0,1,0,0,0,0,0
image_03238,0,0,1,0,0,0,0,0,0,0,0
image_03239,0,0,0,0,0,0,1,0,0,0,0
image_03240,0,0,0,0,0,0,0,0,1,0,0
image_03241,0,0,0,0,0,0,0,1,0,0,0
image_03242,0,0,0,0,1,0,0,0,0,0,0
image_03243,0,0,0,0,0,0,0,0,1,0,0
image_03244,0,0,0,0,0,0,0,0,1,0,0
image_03245,0,0,0,0,0,0,0,0,0,1,0
image_03246,0,0,0,0,1,0,0,0,0,0,0
image_03247,0,0,0,0,0,1,0,0,0,0,0
image_03248,0,0,0,0,0,0,0,1,0,0,0
image_03249,0,0,0,0,0,1,0,0,0,0,0
image_03250,0,1,0,0,0,0,0,0,0,0,0
image_03251,0,0,0,0,0,0,0,0,1,0,0
image_03252,0,0,0,0,0,0,0,0,0,1,0
image_03253,0,0,0,0,0,0,0,0,0,0,1
image_03254,0,0,0,0,0,0,0,1,0,0,0
image_03255,0,0,0,0,0,0,1,0,0,0,0
image_03256,0,0,0,0,0,0,1,0,0,0,0
image_03257,0,0,0,0,1,0,0,0,0,0,0
image_03258,0,0,0,0,0,0,0,0,1,0,0
image_03259,0,0,0,0,0,0,1,0,0,0,0
image_03260,0,0,0,0,0,0,0,0,0,1,0
image_03261,0,0,0,0,0,0,0,1,0,0,0
image_03262,0,0,0,0,0,0,0,0,1,0,0
image_03263,0,0,0,0,0,0,0,1,0,0,0
image_03264,1,0,0,0,0,0,0,0,0,0,0
image_03265,0,0,0,0,1,0,0,0,0,0,0
image_03266,0,0,0,0,0,0,0,0,1,0,0
image_03267,0,0,0,0,0,0,0,0,0,0,1
image_03268,0,0,0,0,0,0,1,0,0,0,0
image_03269,0,0,0,0,1,0,0,0,0,0,0
image_03270,0,0,0,0,0,0,0,0,1,0,0
image_03271,0,0,0,0,0,0,1,0,0,0,0
image_03272,0,0,0,0,0,0,0,0,1,0,0
image_03273,0,0,0,0,1,0,0,0,0,0,0
image_03274,0,0,1,0,0,0,0,0,0,0,0
image_03275,0,1,0,0,0,0,0,0,0,0,0
image_03276,0,0,0,0,0,1,0,0,0,0,0
image_03277,0,0,0,0,0,0,0,0,0,0,1
image_03278,0,0,0,0,0,0,0,0,0,0,1
image_03279,0,1,0,0,0,0,0,0,0,0,0
image_03280,0,0,0,0,0,0,0,0,0,1,0
image_03281,0,0,0,0,1,0,0,0,0,0,0
image_03282,0,0,0,0,1,0,0,0,0,0,0
image_03283,0,0,0,0,0,0,0,0,1,0,0
image_03284,0,0,0,1,0,0,0,0,0,0,0
image_03285,0,0,0,1,0,0,0,0,0,0,0
image_03286,0,0,0,0,0,1,0,0,0,0,0
image_03287,0,0,0,0,0,0,0,1,0,0,0
image_03288,0,0,0,0,0,0,0,1,0,0,0
image_03289,0,0,0,0,0,0,1,0,0,0,0
image_03290,0,0,0,0,0,0,1,0,0,0,0
image_03291,0,0,0,0,0,0,1,0,0,0,0
image_03292,0,0,0,0,0,1,0,0,0,0,0
image_03293,0,0,0,0,0,1,0,0,0,0,0
image_03294,0,0,0,0,1,0,0,0,0,0,0
image_03295,0,0,0,0,0,0,0,1,0,0,0
image_03296,0,0,0,0,0,0,1,0,0,0,0
image_03297,0,0,0,1,0,0,0,0,0,0,0
image_03298,0,0,0,0,1,0,0,0,0,0,0
image_03299,0,0,0,0,0,0,0,0,1,0,0
image_03300,0,0,0,0,0,0,1,0,0,0,0
image_03301,0,0,0,0,0,0,1,0,0,0,0
image_03302,0,0,0,0,0,0,0,0,1,0,0
image_03303,0,0,0,0,1,0,0,0,0,0,0
image_03304,0,0,0,0,0,1,0,0,0,0,0
image_03305,0,0,0,0,0,0,0,1,0,0,0
image_03306,0,0,0,0,0,0,1,0,0,0,0
image_03307,0,0,0,0,0,0,0,0,1,0,0
image_03308,0,0,0,0,1,0,0,0,0,0,0
image_03309,0,0,0,0,0,0,0,0,1,0,0
image_03310,0,0,0,0,0,0,0,0,1,0,0
image_03311,0,1,0,0,0,0,0,0,0,0,0
image_03312,0,0,1,0,0,0,0,0,0,0,0
image_03313,1,0,0,0,0,0,0,0,0,0,0
image_03314,0,0,0,0,0,0,1,0,0,0,0
image_03315,0,0,0,0,0,0,0,1,0,0,0
image_03316,0,0,0,0,0,0,0,0,0,0,1
image_03317,0,0,0,0,0,0,0,1,0,0,0
image_03318,0,0,0,0,0,1,0,0,0,0,0
image_03319,0,0,0,0,1,0,0,0,0,0,0
image_03320,0,0,0,0,0,0,1,0,0,0,0
image_03321,0,0,0,0,0,0,1,0,0,0,0
image_03322,0,0,0,0,0,0,1,0,0,0,0
image_03323,1,0,0,0,0,0,0,0,0,0,0
image_03324,0,0,0,0,0,1,0,0,0,0,0
image_03325,0,0,0,0,0,1,0,0,0,0,0
image_03326,0,0,0,0,0,0,0,1,0,0,0
image_03327,0,0,0,0,0,1,0,0,0,0,0
image_03328,0,0,1,0,0,0,0,0,0,0,0
image_03329,0,0,0,0,0,1,0,0,0,0,0
image_03330,0,0,0,0,0,0,0,1,0,0,0
image_03331,0,0,0,0,0,0,1,0,0,0,0
image_03332,0,0,0,0,0,0,0,0,0,0,1
image_03333,0,0,0,0,0,0,0,0,0,0,1
image_03334,0,0,0,0,0,0,1,0,0,0,0
image_03335,0,0,0,1,0,0,0,0,0,0,0
image_03336,0,0,0,0,0,0,1,0,0,0,0
image_03337,0,0,0,0,0,1,0,0,0,0,0
image_03338,0,0,0,0,0,1,0,0,0,0,0
image_03339,0,0,0,0,0,0,0,0,0,0,1
image_03340,0,0,0,0,0,0,1,0,0,0,0
image_03341,0,0,0,0,0,0,0,0,0,1,0
image_03342,0,1,0,0,0,0,0,0,0,0,0
image_03343,0,0,0,0,1,0,0,0,0,0,0
image_03344,0,0,0,0,1,0,0,0,0,0,0
image_03345,0,0,0,0,0,0,0,0,0,0,1
image_03346,0,0,0,0,0,1,0,0,0,0,0
image_03347,0,0,0,0,0,1,0,0,0,0,0
image_03348,0,0,0,0,0,0,0,0,0,0,1
image_03349,0,0,0,0,1,0,0,0,0,0,0
image_03350,0,0,0,0,0,0,0,1,0,0,0
image_03351,0,0,0,0,0,0,1,0,0,0,0
image_03352,0,0,0,0,0,0,0,1,0,0,0
image_03353,0,0,0,0,1,0,0,0,0,0,0
image_03354,0,0,0,0,0,0,0,0,0,0,1
image_03355,0,0,0,0,0,0,0,1,0,0,0
image_03356,0,0,0,0,0,0,1,0,0,0,0
image_03357,0,0,0,1,0,0,0,0,0,0,0
image_03358,0,0,0,0,0,0,0,0,0,1,0
image_03359,0,0,0,0,0,1,0,0,0,0,0
image_03360,0,0,1,0,0,0,0,0,0,0,0
image_03361,0,0,0,0,0,0,0,0,0,1,0
image_03362,0,0,0,0,0,1,0,0,0,0,0
image_03363,0,0,0,0,0,0,1,0,0,0,0
image_03364,0,0,0,0,0,0,0,1,0,0,0
image_03365,0,0,0,0,0,0,0,0,0,0,1
image_03366,0,0,0,0,1,0,0,0,0,0,0
image_03367,0,0,0,0,0,0,0,0,1,0,0
image_03368,0,0,0,0,0,0,0,0,0,1,0
image_03369,0,0,0,0,1,0,0,0,0,0,0
image_03370,0,0,0,0,0,1,0,0,0,0,0
image_03371,0,0,0,0,0,1,0,0,0,0,0
image_03372,0,0,0,0,0,0,0,1,0,0,0
image_03373,0,0,0,0,0,0,1,0,0,0,0
image_03374,0,0,0,1,0,0,0,0,0,0,0
image_03375,0,0,0,0,0,0,1,0,0,0,0
image_03376,0,0,0,0,0,0,0,1,0,0,0
image_03377,0,0,0,0,0,0,0,0,0,0,1
image_03378,0,0,0,0,0,0,0,0,0,0,1
image_03379,0,0,0,0,0,0,1,0,0,0,0
image_03380,0,0,1,0,0,0,0,0,0,0,0
image_03381,0,0,0,0,0,0,0,0,1,0,0
image_03382,0,0,0,0,0,0,0,0,0,1,0
image_03383,0,0,0,0,1,0,0,0,0,0,0
image_03384,0,0,1,0,0,0,0,0,0,0,0
image_03385,1,0,0,0,0,0,0,0,0,0,0
image_03386,0,0,0,0,0,0,0,0,0,1,0
image_03387,0,0,0,0,0,0,1,0,0,0,0
image_03388,0,1,0,0,0,0,0,0,0,0,0
image_03389,0,1,0,0,0,0,0,0,0,0,0
image_03390,0,0,0,0,0,0,1,0,0,0,0
image_03391,0,0,0,0,0,0,0,1,0,0,0
image_03392,0,0,0,0,0,0,0,1,0,0,0
image_03393,0,0,0,0,0,0,0,1,0,0,0
image_03394,0,0,0,0,0,0,0,1,0,0,0
image_03395,0,0,0,0,1,0,0,0,0,0,0
image_03396,0,0,0,0,0,0,1,0,0,0,0
image_03397,0,0,0,1,0,0,0,0,0,0,0
image_03398,0,0,0,0,0,0,0,0,0,0,1
image_03399,0,0,0,0,0,1,0,0,0,0,0
image_03400,0,0,0,0,0,0,0,0,0,1,0
image_03401,0,0,0,0,0,0,0,0,0,1,0
image_03402,0,0,0,0,0,0,1,0,0,0,0
image_03403,0,0,0,0,0,1,0,0,0,0,0
image_03404,0,1,0,0,0,0,0,0,0,0,0
image_03405,1,0,0,0,0,0,0,0,0,0,0
image_03406,0,0,0,0,0,0,1,0,0,0,0
image_03407,0,0,1,0,0,0,0,0,0,0,0
image_03408,0,0,0,0,0,0,1,0,0,0,0
image_03409,0,0,0,0,0,1,0,0,0,0,0
image_03410,0,0,0,0,0,0,0,0,0,0,1
image_03411,0,0,0,0,0,0,0,0,1,0,0
image_03412,0,0,0,0,0,0,0,1,0,0,0
image_03413,1,0,0,0,0,0,0,0,0,0,0
image_03414,0,0,0,0,0,0,0,0,0,1,0
image_03415,0,1,0,0,0,0,0,0,0,0,0
image_03416,0,0,0,0,0,0,0,0,1,0,0
image_03417,1,0,0,0,0,0,0,0,0,0,0
image_03418,0,0,0,0,1,0,0,0,0,0,0
image_03419,0,0,0,0,0,0,0,0,0,1,0
image_03420,0,0,0,0,0,0,1,0,0,0,0
image_03421,0,0,0,0,0,0,0,0,0,1,0
image_03422,0,1,0,0,0,0,0,0,0,0,0
image_03423,0,0,0,0,0,0,0,0,0,0,1
image_03424,0,0,0,0,0,0,0,0,0,1,0
image_03425,0,0,0,0,0,0,0,0,0,0,1
image_03426,0,0,0,0,0,0,0,0,1,0,0
image_03427,0,0,0,0,0,0,1,0,0,0,0
image_03428,0,0,0,0,0,0,0,0,0,1,0
image_03429,0,0,0,0,1,0,0,0,0,0,0
image_03430,0,0,0,1,0,0,0,0,0,0,0
image_03431,0,0,0,1,0,0,0,0,0,0,0
image_03432,0,0,0,0,1,0,0,0,0,0,0
image_03433,0,0,0,0,0,0,1,0,0,0,0
image_03434,0,0,0,0,0,1,0,0,0,0,0
image_03435,0,0,0,0,0,0,0,0,0,0,1
image_03436,0,0,1,0,0,0,0,0,0,0,0
image_03437,0,0,0,0,0,0,0,0,1,0,0
image_03438,0,0,0,0,1,0,0,0,0,0,0
image_03439,0,0,0,0,0,0,0,1,0,0,0
image_03440,0,0,0,0,0,1,0,0,0,0,0
